Comments,Processed Comments
sinisi mo pa si Du30 sa kabobohan nyo😂😂😂😂😂😂😂😂😂😂😂😂😂.. kain ka muna nito,['sinisi mo pa si Du30 sa kabobohan nyo😂😂😂😂😂😂😂😂😂😂😂😂😂.. kain ka muna nito']
mamumundok na yan sila boss mag re research dala yung ak47😂😂😂😂😂😂😂... proud na proud kaya magulang nila sa katarantadohan nila?,"['mamumundok na yan sila boss mag re research dala yung ak47😂😂😂😂😂😂_...', 'proud na proud kaya magulang nila sa katarantadohan nila?']"
baket sure ka din ba na kawang gawa talaga ginagawa nila sa bundok? nandun ka ba at nakita na tumutulong tlga sila sa mahihirap dun?,['baket sure ka din ba na kawang gawa talaga ginagawa nila sa bundok? nandun ka ba at nakita na tumutulong tlga sila sa mahihirap dun?']
wala na bang ibang script na pwede sabihin bukod sa pag reresearch nila sa bundok 🤣 yung nakaraan nahuli nag reresearch sa bundok din tapos may dalang m16 HAHAHAHAAHA sge konti nlng mapapaniwala nyo na kame konting effort pa HAHAHAHAHAHA,['wala na bang ibang script na pwede sabihin bukod sa pag reresearch nila sa bundok 🤣 yung nakaraan nahuli nag reresearch sa bundok din tapos may dalang m16 HAHAHAHAAHA sge konti nlng mapapaniwala nyo na kame konting effort pa HAHAHAHAHAHA']
"basta dds tuwang tuwa sa SA at violence, ginagawa pa ngang biro.","['basta dds tuwang tuwa sa SA at violence', 'ginagawa pa ngang biro.']"
Tikom lang ang bibig ng mga guro diyan pero alam nila sa sarili na isa sila sa mga kasapi.,['Tikom lang ang bibig ng mga guro diyan pero alam nila sa sarili na isa sila sa mga kasapi.']
"Yung mga nirerekrut ng mga makakaliwa at dinadala sa bundok, kung hindi manok ni kadre, foot soldier. Pag nadeds, baon sa hukay lahat ng salaysayin na nangyayari sa mga kuta ng mga terorista.

Samantalang mga leader nila nasa ibang bansa. At mga anak nila nagaaral sa nga magagandang eskwelahan abroad. Hindi humahawak ng baril at di nasasalat ni kumander.","['Yung mga nirerekrut ng mga makakaliwa at dinadala sa bundok', 'kung hindi manok ni kadre', 'foot soldier.', 'Pag nadeds', 'baon sa hukay lahat ng salaysayin na nangyayari sa mga kuta ng mga terorista.', 'Samantalang mga leader nila nasa ibang bansa.', 'At mga anak nila nagaaral sa nga magagandang eskwelahan abroad.', 'Hindi humahawak ng baril at di nasasalat ni kumander.']"
ano na UP?,['ano na UP?']
bakit may nasamsam na mga contraceptive hahah,['bakit may nasamsam na mga contraceptive hahah']
tanga ka ba? Kelan ko sinabi na nag kawang gawa sila sa bundok? Kelan din ako nagsabi na tumutulong sila sa mahirap? Bobo,"['tanga ka ba?', 'Kelan ko sinabi na nag kawang gawa sila sa bundok?', 'Kelan din ako nagsabi na tumutulong sila sa mahirap?', 'Bobo']"
potang inang itsura yan. Di mo malaman kung emo na bading or tae na naapakan ng tsinelas.,"['potang inang itsura yan.', 'Di mo malaman kung emo na bading or tae na naapakan ng tsinelas.']"
alam naman natin may point ang pinaglalaban niyo ung baguhin ang baluktot na sistema.. Pero may iba pa bang way aside sa pagsali sa NPA?,"['alam naman natin may point ang pinaglalaban niyo ung baguhin ang baluktot na sistema..', 'Pero may iba pa bang way aside sa pagsali sa NPA?']"
boss may kakilala ako npa. Nakakausap ko xa as first person Source. As per the sources about sa mga nangyayari sa kilusan etc.. Totoo yun. May isang lugar nga di ko na memention. Halos isang sitio NPA halos. They even co-exist with the authorities. At may mga ARMS talaga sila. Nililibing nila sa ilalim ng lupa.,"['boss may kakilala ako npa.', 'Nakakausap ko xa as first person Source.', 'As per the sources about sa mga nangyayari sa kilusan etc..', 'Totoo yun.', 'May isang lugar nga di ko na memention.', 'Halos isang sitio NPA halos.', 'They even co-exist with the authorities.', 'At may mga ARMS talaga sila.', 'Nililibing nila sa ilalim ng lupa.']"
inggit ka naman gusto mo kase ikaw marape. Di mangyayari yan dahil may tit* ka. Bading ka lang di ka babae,"['inggit ka naman gusto mo kase ikaw marape.', 'Di mangyayari yan dahil may tit* ka.', 'Bading ka lang di ka babae']"
Pabukid pa,['Pabukid pa']
"Napanuod ko na ito, di ko lang maalala kung saan leader ng NPA partner nya jan 😂😂","['Napanuod ko na ito', 'di ko lang maalala kung saan leader ng NPA partner nya jan 😂😂']"
Tas ayaw nyo ng ROTC wahaahaha pansin ko lang mga matatalino pa nadadala ng mga NPA😶,['Tas ayaw nyo ng ROTC wahaahaha'.' pansin ko lang mga matatalino pa nadadala ng mga NPA😶']
"Sa mga nasawing kabataan, masamang sabihin na ""deserve"". pero sadyang siningil ka nang pinaggagawa mo sa bayan. you died as npa? May honor and dignity ba na nakamit? Kawawa naman ang inyong mga magulang. Sa inyong mga pinuno ng kapatiran, community service na naman? o researcher yarn? Wakasan ang CPP NPA NDF na salot at piste sa bayan at lalo na sa kabataan. Wakasan sa 2028 election ang Makabayan Bloc at ang lahat na piste at salot na kasapi nitong mga legal fronts.","['Sa mga nasawing kabataan', 'masamang sabihin na ""deserve"".', 'pero sadyang siningil ka nang pinaggagawa mo sa bayan.', 'you died as npa?', 'May honor and dignity ba na nakamit?', 'Kawawa naman ang inyong mga magulang.', 'Sa inyong mga pinuno ng kapatiran', 'community service na naman?', 'o researcher yarn?', 'Wakasan ang CPP NPA NDF na salot at piste sa bayan at lalo na sa kabataan.', 'Wakasan sa 2028 election ang Makabayan Bloc at ang lahat na piste at salot na kasapi nitong mga legal fronts.']"
ۦۦ ۦۦ ۦۦ ۦۦ na naka camouflage😂,['ۦۦ ۦۦ ۦۦ ۦۦ na naka camouflage😂']
bastos sana di ka magkaron ng anak na babae nakakahiya ka maging tatay kadiri,['bastos sana di ka magkaron ng anak na babae nakakahiya ka maging tatay kadiri']
"Namatay sa gitna ng bakbakan, NPA na?","['Namatay sa gitna ng bakbakan', 'NPA na?']"
Owel huwag mo ipasa kabakIaan mo dito saIot na manyakoI na bisakoI,['Owel huwag mo ipasa kabakIaan mo dito saIot na manyakoI na bisakoI']
waiting na maging cornbeef ang isang poser here HAHAHAHA,['waiting na maging cornbeef ang isang poser here HAHAHAHA']
bugok ka lang kaya dimo ma accept . Low IQ pero ikaw basura pa rin sa lipunan,"['bugok ka lang kaya dimo ma accept .', 'Low IQ pero ikaw basura pa rin sa lipunan']"
king Ina mo magresearch ka kung ano ginagawa ng mga animal na yan sa mga student na Babae nanapapakyat nila galing namismo sa mga former npa kupal pagtanggol mo pa mga animal,['king Ina mo magresearch ka kung ano ginagawa ng mga animal na yan sa mga student na Babae nanapapakyat nila galing namismo sa mga former npa kupal pagtanggol mo pa mga animal']
JI ENDENCIA mangmang ka . Ma ko call out mo din kaya yung pagkamatay ng platoon leader namin na isang tenyente na napitas sa kamay ng NPA. Wala kang alam pabigat kapa sa magulang mo. Hindi kami titigil hanggat di kayo nauubos mga basura sa lipunan.wag mong sabihin na estudyante lang yan hunghang ka,"['JI ENDENCIA mangmang ka .', 'Ma ko call out mo din kaya yung pagkamatay ng platoon leader namin na isang tenyente na napitas sa kamay ng NPA.', 'Wala kang alam pabigat kapa sa magulang mo.', 'Hindi kami titigil hanggat di kayo nauubos mga basura sa lipunan.wag mong sabihin na estudyante lang yan hunghang ka']"
ۦۦ ۦۦ ۦۦ ۦۦ Bakit walang coordination sa LGU kung totoong immersion or research lalo na sa high risk area na known conflict zone,['ۦۦ ۦۦ ۦۦ ۦۦ Bakit walang coordination sa LGU kung totoong immersion or research lalo na sa high risk area na known conflict zone']
Ký oo kwento mo sa kasamahan mong npa na naging cornbeef na HAHAHAHA,['Ký oo kwento mo sa kasamahan mong npa na naging cornbeef na HAHAHAHA']
downgrade Utak Sison na yan,['downgrade Utak Sison na yan']
"problema kasi sa UP hinahayaan din nila yan, sa ibang university wala naman ganyan kasi pinagbabawalan mismo ng school. 

isipin mo pinalaki mo ng ilang taon tapos iiyutin lang ng mga commander ng NPA tapos isasabak sa gyera na parang baboy","['problema kasi sa UP hinahayaan din nila yan', 'sa ibang university wala naman ganyan kasi pinagbabawalan mismo ng school.', 'isipin mo pinalaki mo ng ilang taon tapos iiyutin lang ng mga commander ng NPA tapos isasabak sa gyera na parang baboy']"
Daming alam ng mga taga UP. Kami nga sa UPHSD nagve vape lang sa CR at nagbi-biliard sa free time. Hindi kami sumasama sa NPA at may ROTC kami tuwing sabado.,"['Daming alam ng mga taga UP.', 'Kami nga sa UPHSD nagve vape lang sa CR at nagbi-biliard sa free time.', 'Hindi kami sumasama sa NPA at may ROTC kami tuwing sabado.']"
Nakakasad lang may mga studyante parin na uto uto up pa man din nag aral,['Nakakasad lang may mga studyante parin na uto uto up pa man din nag aral']
sus.. kung gusto talaga nila maalis yan scenario.. dapat alisin na party list sa gobyerno at mga ibang nakaupo na member ng NPA.. alisin mga scholar at teacher na napatunayan na NPA na nag recruit.. ibang bansa basta napatunayan ka terrorist bitay matic.. dito nasa loob pa mismo ng gobyerno sabagay puro magnanakaw gobyerno... systema basura yan ang pinas,"['sus..', 'kung gusto talaga nila maalis yan scenario..', 'dapat alisin na party list sa gobyerno at mga ibang nakaupo na member ng NPA..', 'alisin mga scholar at teacher na napatunayan na NPA na nag recruit..', 'ibang bansa basta napatunayan ka terrorist bitay matic..', 'dito nasa loob pa mismo ng gobyerno sabagay puro magnanakaw gobyerno...', 'systema basura yan ang pinas']"
"wala na tayong magagawa dyan, benembang yan ni Commander e","['wala na tayong magagawa dyan', 'benembang yan ni Commander e']"
"ay threatened lang... Ngayon infiltrated na ng kumunista...sila yong umbrella wing ng cpp npa... Ang iba dyan di nila alam ginagawa nila, upang ipakita Lang na sila ay mga AKTIBISTANG SIKAT.","['ay threatened lang...', 'Ngayon infiltrated na ng kumunista...sila yong umbrella wing ng cpp npa...', 'Ang iba dyan di nila alam ginagawa nila', 'upang ipakita Lang na sila ay mga AKTIBISTANG SIKAT.']"
hoy kumag nasa Boracay na gstae mo andito ka nman,['hoy kumag nasa Boracay na gstae mo andito ka nman']
"proof mo nga kung si Alyana may authorization letter from LGU para mag conduct ng research study sa bundok, nag authorize ba ang UP na ang student nila mag conduct ng research sa bundok sige daw saan yung authorization letters nila coming from LGUs wala kasi sumampa nga NPA diba brainwash nga yan gising kasi kayo sa katotohanan na Hindi yan sila authorize sabihin nyong researcher e nakasuot nga ng chest rig(bandolier) with magazine and m16 to think nagsasabi pa kayo ng tanim alam nyo ba gaano ka hirap magdala ng gamit at mag operate tapos nagsasabi pa kayo ng tinaniman e halatang sya nanga sumampa sa NPA","['proof mo nga kung si Alyana may authorization letter from LGU para mag conduct ng research study sa bundok', 'nag authorize ba ang UP na ang student nila mag conduct ng research sa bundok sige daw saan yung authorization letters nila coming from LGUs wala kasi sumampa nga NPA diba brainwash nga yan gising kasi kayo sa katotohanan na Hindi yan sila authorize sabihin nyong researcher e nakasuot nga ng chest rig(bandolier) with magazine and m16 to think nagsasabi pa kayo ng tanim alam nyo ba gaano ka hirap magdala ng gamit at mag operate tapos nagsasabi pa kayo ng tinaniman e halatang sya nanga sumampa sa NPA']"
"hahaha bobo ka? Wla ka naman palang alam eh bat ka nasabat dyan? Tingnan mo mga post ng nagtatanggol sa kanya, sinasabi pumunta sa bundok pra mag research at tumulong sa mga taong nasa liblib na lugar na yun. Ngayon sabihin mo, bat binomba yung lugar kung may mga sibilyan talaga dun at hindi mga NPA? Anong ginagawa nya sa lugar na puro NPA? Nagreresearch sa mga rebelde?","['hahaha bobo ka?', 'Wla ka naman palang alam eh bat ka nasabat dyan?', 'Tingnan mo mga post ng nagtatanggol sa kanya', 'sinasabi pumunta sa bundok pra mag research at tumulong sa mga taong nasa liblib na lugar na yun.', 'Ngayon sabihin mo', 'bat binomba yung lugar kung may mga sibilyan talaga dun at hindi mga NPA?', 'Anong ginagawa nya sa lugar na puro NPA?', 'Nagreresearch sa mga rebelde?']"
so pag di ka NPA ang kadiri pero pag si Kommander ok lang nice,['so pag di ka NPA ang kadiri pero pag si Kommander ok lang nice']
One week lang yan makakalimutan na yan,['One week lang yan makakalimutan na yan']
matatalinong bata pero nabilog sila dahil sa emosyon. dahil sa galit sa Gobyerno. sila kasi ung mga tipong may paninindigan at matatapang na nagboboses sa mga kabataan kaso hindi nila alam na nabilog na sila ng mga nagrecruit sa kanila sa pag trigger ng galit nila sa Gobyerno. Sana wala nang sumunod pang katulad nila. Magsumikap at palitan ninyo ang mga corrupt sa Gobyerno. Dun kayo mas higit na hahangaan ng taong bayan. RIP and condolence sa bawat pamilya ng mga nasawi.,"['matatalinong bata pero nabilog sila dahil sa emosyon.', 'dahil sa galit sa Gobyerno.', 'sila kasi ung mga tipong may paninindigan at matatapang na nagboboses sa mga kabataan kaso hindi nila alam na nabilog na sila ng mga nagrecruit sa ka nila sa pag trigger ng galit nila sa Gobyerno.', 'Sana wala nang sumunod pang katulad nila.', 'Magsumikap at palitan ninyo ang mga corrupt sa Gobyerno.', 'Dun kayo mas higit na hahangaan ng taong bayan.', 'RIP and condolence sa bawat pamilya ng mga nasawi.']"
Red na red ang hair hahaha corned beef ba hahahaha en pey eey pa.,['Red na red ang hair hahaha corned beef ba hahahaha en pey eey pa.']
mga kabataang walang takot sa dios dahil akala nila Sila Ang dios na mkapagpabago sa takbo ng gobyerno!!! Kung malapit pa yan sa dios matatakot yan mag NPA,"['mga kabataang walang takot sa dios dahil akala nila Sila Ang dios na mkapagpabago sa takbo ng gobyerno!!!', 'Kung malapit pa yan sa dios matatakot yan mag NPA']"
for speaking truth? Mrming nag surrender na kakabaihan na gingalaw sila ng commander nila.,"['for speaking truth?', 'Mrming nag surrender na kakabaihan na gingalaw sila ng commander nila.']"
"ironic kamo, imagine mo pinag aral ka ng mga magulang mo sa isang sikat na university tas ganyan lang kahahantungan 🤦🏻‍♂️
Hindi na sila highschool para ma uto pa ng mga ganyang kulto pero still why?","['ironic kamo', 'imagine mo pinag aral ka ng mga magulang mo sa isang sikat na university tas ganyan lang kahahantungan 🤦🏻‍♂️', 'Hindi na sila highschool para ma uto pa ng mga ganyang kulto pero still why?']"
JI ENDENCIA isa nanamng profile na pang bading ang natagpuang tanga 🤣🤣,['JI ENDENCIA isa nanamng profile na pang bading ang natagpuang tanga 🤣🤣']
"Student activists future NPA

VS

ROTC Cadet future Army men

Kilala nila mga NPA since college. Alam ng army mga galawan sa recruitment. Kaya college pa lang, identified na ng ROTC kung sino ang mga demonyong maikli pa lang ang sungay, dapat nang mawala.","['Student activists future NPA', 'VS', 'ROTC Cadet future Army men', 'Kilala nila mga NPA since college.', 'Alam ng army mga galawan sa recruitment.', 'Kaya college pa lang', 'identified na ng ROTC kung sino ang mga demonyong maikli pa lang ang sungay', 'dapat nang mawala.']"
"Daming keyboard warriors dito na di marunong mag facts checks. Anyway, kahit sino naman pwedi patayin ng militar tapos sabihin lang nila na myembro terorista parang sa ibang mga pulis lang mahilig mag tanim ng mga evidence, I think y'all need to touch some grass","['Daming keyboard warriors dito na di marunong mag facts checks.', 'Anyway', 'kahit sino naman pwedi patayin ng militar tapos sabihin lang nila na myembro terorista parang sa ibang mga pulis lang mahilig mag tanim ng mga evidence', 'I think y\'all need to touch some grass']"
"it as simple as ginagamit para ma recruit ang mga estudyante ang mga valid na issue na ng lipunan kahirapan,injustice. So yung bata idealistic, maniniwala siya kailangan labanan gobyerno.","['it as simple as ginagamit para ma recruit ang mga estudyante ang mga valid na issue na ng lipunan kahirapan', 'injustice.', 'So yung bata idealistic', 'maniniwala siya kailangan labanan gobyerno.']"
mga anak talaga nang mga kakampink kasapi din nang mga Npa eh hahaha ge pagtanggol nyo pa katangahan nyo mga bugok,['mga anak talaga nang mga kakampink kasapi din nang mga Npa eh hahaha ge pagtanggol nyo pa katangahan nyo mga bugok']
student research ampota penge ebidensya kung nag student research sya bugok ka din na NPA. Nag paalam ba sya sa LGU na mag reresearch sya jan? Eh alam nyang pugad nang npa yan eh syempre membro din sya BOBO. Tangahan nyo pa! Lumang script puro research pag namatay mga TANGA!,"['student research ampota penge ebidensya kung nag student research sya bugok ka din na NPA.', 'Nag paalam ba sya sa LGU na mag reresearch sya jan?', 'Eh alam nyang pugad nang npa yan eh syempre membro din sya BOBO.', 'Tangahan nyo pa!', 'Lumang script puro research pag namatay mga TANGA!']"
na may halong .50 Cal bullets,['na may halong .50 Cal bullets']
"importante lahat ng buhay ng tao beh, pati ikaw na pabigat sa ekonomiya. Wag ka magtago sa dummy acc mo, tapang tapangan yarn?","['importante lahat ng buhay ng tao beh', 'pati ikaw na pabigat sa ekonomiya.', 'Wag ka magtago sa dummy acc mo', 'tapang tapangan yarn?']"
"sino kaya tabogo, kami na buhay or siya na naging corned beef? Hahahaha! Baka ikaw na sunod. Akyat kana sa bundok🤪","['sino kaya tabogo', 'kami na buhay or siya na naging corned beef?', 'Hahaha!', 'Baka ikaw na sunod.', 'Akyat kana sa bundok🤪']"
hindi naman siguro sir na pag may encounter e palaging may researcher sa area na mga students. Talagang ksamahan nila yan.,"['hindi naman siguro sir na pag may encounter e palaging may researcher sa area na mga students.', 'Talagan ksamahan nila yan.']"
"Schools also should be held liable. If its for immersion or research, may pananagutan sila kasi we all know na before we conduct study may  certain requirements dyan. Bat pinayagan at why not hindi nakipag coordinate ang skul sa lgu? 

I came from state University, before we conduct study we need to present documents that approved by the skul itself then present it to the lgu of the place where we gonna conduct.","['Schools also should be held liable.', 'If its for immersion or research', 'may pananagutan sila kasi we all know na before we conduct study may certain requirements dyan.', 'Bat pinayagan at why not hindi nakipag coordinate ang skul sa lgu?', 'I came from state University', 'before we conduct study we need to present documents that approved by the skul itself then present it to the lgu of the place where we gonna conduct.']"
"Obvious naman, bakit di Kasi nakipag coordinate sa AFP kung aakyat sa mga delikadong bundok?  Halata naman, tapos may nagtatanggol pa rin.","['Obvious naman', 'bakit di Kasi nakipag coordinate sa AFP kung aakyat sa mga delikadong bundok?', 'Halata naman', 'tapos may nagtatanggol pa rin.']"
"This is my personal opinion, and mine only! 

Sa totoo lang, hindi kakulangan ng tapang ang problema natin. Marami sa kabataan ngayon ang handang lumaban para sa tama. Pero ang tanong, paano ba dapat lumaban?

Hindi lahat ng laban dinadaan sa dahas. Kung iisipin mo, mas malakas ang utak kaysa baril. Corruption is not defeated by bullets, but by awareness, strategy, at collective action. Kailangan natin gamitin ang talino natin to expose what is wrong, to question systems, at mag demand ng transparency at accountability.

Picking up arms may seem like a strong statement, pero sa dulo, sino ba ang mas prepared? Government troops are highly trained, well equipped, at may sapat na firepower at ammunition. It becomes a losing battle, at ang pinaka masakit, ang nawawala ay mga kabataang may potensyal, may pangarap, at may kakayahang magbago ng sistema sa mas matalinong paraan.

Kung nagabayan lang sana nang tama ang mga isipan na ito, they could have been a great help in our government. Sa tamang direksyon, ang talino at tapang nila puwedeng gamitin sa paggawa ng batas, pagbuo ng reporma, at paglilingkod sa bayan.

Sayang ang mga brilliant minds kung mauuwi lang sa dahas. Mas kailangan sila sa pagbuo ng solusyon, sa pag educate ng kapwa, sa pag push ng reforms, at sa pag create ng long term change. Hindi kahinaan ang piliing mag isip kaysa manakit. In fact, iyon ang tunay na lakas.

Kung gusto natin ng tunay na pagbabago, gamitin natin ang utak natin, hindi armas. Doon nagsisimula ang laban na may pag asa manalo.","['This is my personal opinion', 'and mine only!', 'Sa totoo lang', 'hindi kakulangan ng tapang ang problema natin.', 'Marami sa kabataan ngayon ang handang lumaban para sa tama.', 'Pero ang tanong', 'paano ba dapat lumaban?', 'Hindi lahat ng laban dinadaan sa dahas.', 'Kung iisipin mo', 'mas malakas ang utak kaysa baril.', 'Corruption is not defeated by bullets', 'but by awareness', 'strategy', 'at collective action.', 'Kailangan natin gamitin ang talino natin to expose what is wrong', 'to question systems', 'at mag demand ng transparency at accountability.', 'Picking up arms may seem like a strong statement', 'pero sa dulo', 'sino ba ang mas prepared?', 'Government troops are highly trained', 'well equipped', 'at may sapat na firepower at ammunition.', 'It becomes a losing battle', 'at ang pinaka masakit', 'ang nawawala ay mga kabataang may potensyal', 'may pangarap', 'at may kakayahang magbago ng sistema sa mas matalinong paraan.', 'Kung nagabayan lang sana nang tama ang mga isipan na ito', 'they could have been a great help in our government.', 'Sa tamang direksyon', 'ang talino at tapang nila puwedeng gamitin sa paggawa ng batas', 'pagbuo ng reporma', 'at paglilingkod sa bayan.', 'Sayang ang mga brilliant minds kung mauuwi lang sa dahas.', 'Mas kailangan sila sa pagbuo ng solusyon', 'sa pag educate ng kapwa', 'sa pag push ng reforms', 'at sa pag create ng long term change.', 'Hindi kahinaan ang piliing mag isip kaysa manakit.', 'In fact', 'iyon ang tunay na lakas.', 'Kung gusto natin ng tunay na pagbabago', 'gamitin natin ang utak natin', 'hindi armas.', 'Doon nagsisimula ang laban na may pag asa manalo.']"
"1.Ano ang ginagawa ng isang estudyante sa gitna ng bundok at sa isang conflict area? 

Kung ang layunin ay tunay na research o pag-aaral, bakit kailangang doon sa lugar na talamak ang presensya ng New People’s Army (NPA)? At higit sa lahat, bakit kasama ( o malapit)  sa  isang high ranking leader ng mga rebelde?

2. Bakit hindi nakipag coordinate sa Local Government Unit (LGU)?

 Mayroon tayong mga sinusunod na protocol para sa kaligtasan ng sinumang sibilyan na papasok sa mga liblib na lugar. 

Bakit hindi ito ginawa? Kung wala namang itinatagong masama, bakit kailangang pumasok nang patago?

Bakit hindi tularan ang mga journalist? 

Ang mga reporter mula sa malalaking media networks gaya ng GMA at ABS-CBN ay pumapasok din sa mga mapanganib na lugar, pero ginagawa nila ito nang may koordinasyon at malinaw na pagkakakilanlan para sa kanilang seguridad. 

Kung ang layunin ay kumuha ng impormasyon o datos, bakit hindi dumaan sa tamang proseso para matiyak ang safety?

Hinggil sa Red tagging, Madalas gamiting dahilan ang takot sa ""red-tagging"" kaya hindi nagpapaalam sa otoridad.

 Pero ang tanong? 
 kung ang isang tao ay purong estudyante o researcher lamang at walang kinalaman sa armadong pakikibaka, bakit siya matatakot na kilalanin ng gobyerno? 

Ang pag-iwas sa koordinasyon ang lalong naglalagay sa kanila sa panganib at nagbubukas ng pagdududa sa kanilang tunay na pakay.

Nakikiramay tayo sa mga pamilyang nawalan, ngunit kailangan din nating maging mapanuri. Ang pagsuway sa mga legal na proseso at pakikihalubilo sa mga armadong grupo sa gitna ng operasyon ng militar ay may mabigat na panganib na hindi dapat isisi sa gobyerno lamang.

 Panahon na para maging tapat tayo sa kung ano ang tunay na nangyayari sa ating mga kabataan kapag sila ay dinadala sa mga ""immersion"" sa mga lugar na may giyera.

Ctto 🫶🏻","['1.Ano ang ginagawa ng isang estudyante sa gitna ng bundok at sa isang conflict area?', 'Kung ang layunin ay tunay na research o pag-aaral', 'bakit kailangang doon sa lugar na talamak ang presensya ng New People’s Army (NPA)?', 'At higit sa lahat', 'bakit kasama ( o malapit) sa isang high ranking leader ng mga rebelde?', '2. Bakit hindi nakipag coordinate sa Local Government Unit (LGU)?', 'Mayroon tayong mga sinusunod na protocol para sa kaligtasan ng sinumang sibilyan na papasok sa mga liblib na lugar.', 'Bakit hindi ito ginawa?', 'Kung wala namang itinatagong masama', 'bakit kailangang pumasok nang patago?', 'Bakit hindi tularan ang mga journalist?', 'Ang mga reporter mula sa malalaking media networks gaya ng GMA at ABS-CBN ay pumapasok din sa mga mapanganib na lugar', 'pero ginagawa nila ito nang may koordinasyon at malinaw na pagkakakilanlan para sa kanilang seguridad.', 'Kung ang layunin ay kumuha ng impormasyon o datos', 'bakit hindi dumaan sa tamang proseso para matiyak ang safety?', 'Hinggil sa Red tagging', 'Madalas gamiting dahilan ang takot sa ""red-tagging"" kaya hindi nagpapaalam sa otoridad.', 'Pero ang tanong?', 'kung ang isang tao ay purong estudyante o researcher lamang at walang kinalaman sa armadong pakikibaka', 'bakit siya matatakot na kilalanin ng gobyerno?', 'Ang pag-iwas sa koordinasyon ang lalong naglalagay sa kanila sa panganib at nagbubukas ng pagdududa sa kanilang tunay na pakay.', 'Nakikiramay tayo sa mga pamilyang nawalan', 'ngunt kailangan din nating maging mapanuri.', 'Ang pagsuway sa mga legal na proseso at pakikihalubilo sa mga armadong grupo sa gitna ng operasyon ng militar ay may mabigat na panganib na hindi dapat isisi sa gobyerno lamang.', 'Panahon na para maging tapat tayo sa kung ano ang tunay na nangyayari sa ating mga kabataan kapag sila ay dinadala sa mga ""immersion"" sa mga lugar na may giyera.', 'Ctto 🫶🏻']"
Sayang ang ginastos ng Bayan. Malaki pa naman ang kaltas ko sa sahod dahil sa Tax. Sana napunta na lang sa iba ang prebelihiyo na ito para naman may ambag sa pag unlad ng bayan.🥲,"['Sayang ang ginastos ng Bayan.', 'Malaki pa naman ang kaltas ko sa sahod dahil sa Tax.', 'Sana napunta na lang sa iba ang prebelihiyo na ito para naman may ambag sa pag unlad ng bayan.🥲']"
"baka ikaw nga sumunod eh, kaso diyan lang sa tabi tabi nyo. kaya ingat ingat","['baka ikaw nga sumunod eh', 'kaso diyan lang sa tabi tabi nyo.', 'kaya ingat ingat']"
"haha ganyan talaga sinasabi pag DDS. pag bumulagta ka bigla, alam na bakit, kaya ingat ingat. lock mo profile mo dali","['haha ganyan talaga sinasabi pag DDS.', 'pag bumulagta ka bigla', 'alam na bakit', 'kaya ingat ingat.', 'lock mo profile mo dali']"
hahahahha! Iyak npa! Bobo nyo kasi kaya nagiging corned beef kayo😅🤪. Tinatakot mo pa akong tanga ka! Akalain mo naman may magagawa😅🤪,"['hahahahha!', 'Iyak npa!', 'Bobo nyo kasi kaya nagiging corned beef kayo😅🤪.', 'Tinatakot mo pa akong tanga ka!', 'Akalain mo naman may magagawa😅🤪']"
yes because na bawasan yung mga basurang activista tanga 🤣🤣🤣🤣🤣 pwede,['yes because na bawasan yung mga basurang activista tanga 🤣🤣🤣🤣🤣 pwede']
at sa tingin mo matatapos ang corrupt sa bansa kung hnd gagamitan ng Dahas? Sino ba yang pinupunto mo? Si Leni? Do you think kaya ng lambot niya patuwidin ang baluktot na pamumuno sa congreso??? I don't think so.,"['at sa tingin mo matatapos ang corrupt sa bansa kung hnd gagamitan ng Dahas?', 'Sino ba yang pinupunto mo?', 'Si Leni?', 'Do you think kaya ng lambot niya patuwidin ang baluktot na pamumuno sa congreso???', 'I don't think so.']"
"reading comprehension helps too... 🙄🥸 tagalog na , hindi pa nakuha ang punto! Duh!!","['reading comprehension helps too... 🙄🥸 tagalog na', 'hindi pa nakuha ang punto!', 'Duh!!']"
"code ahahaahaa
mabuti kung si kumander lang ...ehhh andaming commander ahahaaha atleast diba bago maging cornbeef naging masaya muna ang lahat","['code ahahaahaa', 'mabuti kung si kumander lang ...ehhh andaming commander ahahaaha atleast diba bago maging cornbeef naging masaya muna ang lahat']"
dito sa comment mo antahimik nila that means they are projecting people sa namatay pa,['dito sa comment mo antahimik nila that means they are projecting people sa namatay pa']
"Piñas eto pala pamangkin mo? mapuntahan nga.

di ka makatulog dahil na tanong sa tanong ko?","['Piñas eto pala pamangkin mo?', 'mapuntahan nga.', 'di ka makatulog dahil na tanong sa tanong ko?']"
Dapat tlga mawala na yang NPA partylist eh tulad ng kabataan partylist.,['Dapat tlga mawala na yang NPA partylist eh tulad ng kabataan partylist.']
Maganda yan napaaga kaysa makarekrut pa ng ibang magaaral pra sumapi sa grupo nila eye opener yan sa mga kasalukuyang nililinlng nila,['Maganda yan napaaga kaysa makarekrut pa ng ibang magaaral pra sumapi sa grupo nila eye opener yan sa mga kasalukuyang nililinlng nila']
"Against sa gobyerno, pero iskolar ng gobyerno..nakakalito! Councilor nasa pwesto sa gobyerno pero nasa poder ng NPA. Researcher pero may armas, ano gingawa niya dun? Para saan? Nagtatanong lang po..","['Against sa gobyerno', 'pero iskolar ng gobyerno..nakakalito!', 'Councilor nasa pwesto sa gobyerno pero nasa poder ng NPA.', 'Researcher pero may armas', 'ano gingawa niya dun?', 'Para saan?', 'Nagtatanong lang po..']"
